crop,location,date,buying_price,selling_price
rice,telangana,22-04-2023,1759.53,2070.04
rice,telangana,20-05-2023,1855.33,2182.74
rice,telangana,17-06-2023,1820.77,2142.08
rice,telangana,15-07-2023,1750.31,2059.19
rice,telangana,12-08-2023,1946.25,2289.71
rice,telangana,09-09-2023,1937.72,2279.67
rice,telangana,07-10-2023,1984.66,2334.89
rice,telangana,04-11-2023,1998.49,2351.17
rice,telangana,02-12-2023,2005.37,2359.26
rice,telangana,30-12-2023,1629.25,1916.77
rice,telangana,27-01-2024,1704.07,2004.79
rice,telangana,24-02-2024,1678.1,1974.23
rice,telangana,23-03-2024,1731.27,2036.79
rice,telangana,20-04-2024,1691.49,1989.99
rice,telangana,18-05-2024,1768.95,2081.12
rice,telangana,15-06-2024,1899.57,2234.79
rice,telangana,13-07-2024,1789.64,2105.46
rice,telangana,10-08-2024,1906.35,2242.77
rice,telangana,07-09-2024,1866.29,2195.63
rice,telangana,05-10-2024,1881.15,2213.12
rice,telangana,02-11-2024,2004.43,2358.15
rice,telangana,30-11-2024,2033.8,2392.71
rice,telangana,28-12-2024,1694.9,1994.0
rice,telangana,25-01-2025,1743.79,2051.52
rice,telangana,22-02-2025,1667.91,1962.25
rice,telangana,22-03-2025,1713.03,2015.33
rice,telangana,19-04-2025,1852.54,2179.46
rice,telangana,17-05-2025,1804.81,2123.3
rice,telangana,14-06-2025,1819.29,2140.34
rice,telangana,12-07-2025,1878.12,2209.55
rice,telangana,09-08-2025,1771.61,2084.25
rice,telangana,06-09-2025,1890.5,2224.12
rice,telangana,04-10-2025,1896.29,2230.93
rice,kerala,01-01-2022,2181.44,2566.4
rice,kerala,29-01-2022,2392.38,2814.56
rice,kerala,26-02-2022,2217.96,2609.37
rice,kerala,26-03-2022,2269.73,2670.27
rice,kerala,23-04-2022,2394.07,2816.55
rice,kerala,21-05-2022,2441.75,2872.65
rice,kerala,18-06-2022,2363.59,2780.7
rice,kerala,16-07-2022,2362.7,2779.65
rice,kerala,13-08-2022,2581.19,3036.69
rice,kerala,10-09-2022,2448.65,2880.76
rice,kerala,08-10-2022,2564.6,3017.18
rice,kerala,05-11-2022,2599.43,3058.15
rice,kerala,03-12-2022,2575.96,3030.54
rice,kerala,31-12-2022,2277.72,2679.67
rice,kerala,28-01-2023,2292.21,2696.72
rice,kerala,25-02-2023,2415.82,2842.14
rice,kerala,25-03-2023,2274.05,2675.35
rice,kerala,22-04-2023,2422.8,2850.35
rice,kerala,20-05-2023,2337.0,2749.41
rice,kerala,17-06-2023,2402.58,2826.56
rice,kerala,15-07-2023,2498.23,2939.09
rice,kerala,12-08-2023,2434.54,2864.17
rice,kerala,09-09-2023,2466.22,2901.44
rice,kerala,07-10-2023,2604.58,3064.21
rice,kerala,04-11-2023,2458.96,2892.89
rice,kerala,02-12-2023,2586.11,3042.48
rice,kerala,30-12-2023,2371.41,2789.9
rice,kerala,27-01-2024,2400.45,2824.06
rice,kerala,24-02-2024,2216.38,2607.5
rice,kerala,23-03-2024,2276.13,2677.8
rice,kerala,20-04-2024,2315.84,2724.52
rice,kerala,18-05-2024,2503.67,2945.5
rice,kerala,15-06-2024,2520.35,2965.12
rice,kerala,13-07-2024,2549.21,2999.07
rice,kerala,10-08-2024,2451.82,2884.5
rice,kerala,07-09-2024,2426.42,2854.61
rice,kerala,05-10-2024,2625.38,3088.68
rice,kerala,02-11-2024,2621.05,3083.59
rice,kerala,30-11-2024,2625.94,3089.34
rice,kerala,28-12-2024,2368.88,2786.92
rice,kerala,25-01-2025,2322.21,2732.01
rice,kerala,22-02-2025,2201.23,2589.68
rice,kerala,22-03-2025,2417.66,2844.3
rice,kerala,19-04-2025,2323.95,2734.06
rice,kerala,17-05-2025,2438.91,2869.31
rice,kerala,14-06-2025,2534.44,2981.7
rice,kerala,12-07-2025,2366.24,2783.81
rice,kerala,09-08-2025,2388.7,2810.23
rice,kerala,06-09-2025,2413.69,2839.63
rice,kerala,04-10-2025,2554.11,3004.83
rice,maharashtra,01-01-2022,1837.63,2161.92
rice,maharashtra,29-01-2022,1881.32,2213.32
rice,maharashtra,26-02-2022,1808.69,2127.87
rice,maharashtra,26-03-2022,1911.95,2249.35
rice,maharashtra,23-04-2022,1864.25,2193.23
rice,maharashtra,21-05-2022,1929.77,2270.32
rice,maharashtra,18-06-2022,2033.91,2392.83
rice,maharashtra,16-07-2022,2045.8,2406.82
rice,maharashtra,13-08-2022,1918.5,2257.06
rice,maharashtra,10-09-2022,2007.27,2361.5
rice,maharashtra,08-10-2022,1999.74,2352.63
rice,maharashtra,05-11-2022,1965.43,2312.27
rice,maharashtra,03-12-2022,2147.47,2526.43
rice,maharashtra,31-12-2022,1843.5,2168.82
rice,maharashtra,28-01-2023,1797.42,2114.61
rice,maharashtra,25-02-2023,1908.9,2245.76
rice,maharashtra,25-03-2023,1896.37,2231.02
rice,maharashtra,22-04-2023,1895.5,2230.0
rice,maharashtra,20-05-2023,1837.26,2161.48
rice,maharashtra,17-06-2023,1871.65,2201.94
rice,maharashtra,15-07-2023,2053.12,2415.43
rice,maharashtra,12-08-2023,2080.83,2448.04
rice,maharashtra,09-09-2023,2031.95,2390.53
rice,maharashtra,07-10-2023,2113.86,2486.89
rice,maharashtra,04-11-2023,2085.16,2453.13
rice,maharashtra,02-12-2023,2017.21,2373.19
rice,maharashtra,30-12-2023,1750.81,2059.78
rice,maharashtra,27-01-2024,1805.94,2124.64
rice,maharashtra,24-02-2024,1938.31,2280.36
rice,maharashtra,23-03-2024,1942.49,2285.28
rice,maharashtra,20-04-2024,1978.17,2327.26
rice,maharashtra,18-05-2024,2009.06,2363.6
rice,maharashtra,15-06-2024,1898.01,2232.95
rice,maharashtra,13-07-2024,1927.83,2268.04
rice,maharashtra,10-08-2024,1920.6,2259.53
rice,maharashtra,07-09-2024,2079.39,2446.34
rice,maharashtra,05-10-2024,2123.99,2498.81
rice,maharashtra,02-11-2024,2048.74,2410.28
rice,maharashtra,30-11-2024,2116.02,2489.43
rice,maharashtra,28-12-2024,1755.74,2065.58
rice,maharashtra,25-01-2025,1920.41,2259.3
rice,maharashtra,22-02-2025,1931.9,2272.82
rice,maharashtra,22-03-2025,1976.46,2325.25
rice,maharashtra,19-04-2025,1968.64,2316.05
rice,maharashtra,17-05-2025,2005.68,2359.62
rice,maharashtra,14-06-2025,1861.79,2190.34
rice,maharashtra,12-07-2025,2024.14,2381.34
rice,maharashtra,09-08-2025,1966.48,2313.51
rice,maharashtra,06-09-2025,2109.87,2482.2
rice,maharashtra,04-10-2025,2107.23,2479.1
rice,gujarat,01-01-2022,2337.88,2750.45
rice,gujarat,29-01-2022,2242.17,2637.85
rice,gujarat,26-02-2022,2390.78,2812.68
rice,gujarat,26-03-2022,2260.09,2658.93
rice,gujarat,23-04-2022,2469.16,2904.89
rice,gujarat,21-05-2022,2495.23,2935.56
rice,gujarat,18-06-2022,2369.49,2787.63
rice,gujarat,16-07-2022,2543.46,2992.31
rice,gujarat,13-08-2022,2483.8,2922.12
rice,gujarat,10-09-2022,2472.85,2909.24
rice,gujarat,08-10-2022,2625.58,3088.92
rice,gujarat,05-11-2022,2508.31,2950.95
rice,gujarat,03-12-2022,2482.66,2920.78
rice,gujarat,31-12-2022,2197.84,2585.7
rice,gujarat,28-01-2023,2256.28,2654.45
rice,gujarat,25-02-2023,2408.67,2833.73
rice,gujarat,25-03-2023,2462.1,2896.59
rice,gujarat,22-04-2023,2327.98,2738.8
rice,gujarat,20-05-2023,2442.93,2874.03
rice,gujarat,17-06-2023,2412.68,2838.45
rice,gujarat,15-07-2023,2584.03,3040.04
rice,gujarat,12-08-2023,2502.73,2944.39
rice,gujarat,09-09-2023,2632.76,3097.36
rice,gujarat,07-10-2023,2452.16,2884.9
rice,gujarat,04-11-2023,2699.85,3176.29
rice,gujarat,02-12-2023,2523.04,2968.28
rice,gujarat,30-12-2023,2372.3,2790.94
rice,gujarat,27-01-2024,2241.87,2637.49
rice,gujarat,24-02-2024,2232.98,2627.04
rice,gujarat,23-03-2024,2336.89,2749.28
rice,gujarat,20-04-2024,2434.97,2864.67
rice,gujarat,18-05-2024,2363.96,2781.13
rice,gujarat,15-06-2024,2463.01,2897.66
rice,gujarat,13-07-2024,2468.23,2903.8
rice,gujarat,10-08-2024,2465.07,2900.08
rice,gujarat,07-09-2024,2541.3,2989.76
rice,gujarat,05-10-2024,2487.71,2926.72
rice,gujarat,02-11-2024,2632.38,3096.92
rice,gujarat,30-11-2024,2476.93,2914.04
rice,gujarat,28-12-2024,2363.93,2781.09
rice,gujarat,25-01-2025,2304.54,2711.22
rice,gujarat,22-02-2025,2374.99,2794.11
rice,gujarat,22-03-2025,2409.19,2834.34
rice,gujarat,19-04-2025,2421.18,2848.45
rice,gujarat,17-05-2025,2376.14,2795.46
rice,gujarat,14-06-2025,2332.32,2743.91
rice,gujarat,12-07-2025,2505.9,2948.12
rice,gujarat,09-08-2025,2451.36,2883.95
rice,gujarat,06-09-2025,2475.06,2911.83
rice,gujarat,04-10-2025,2639.02,3104.73
rice,rajasthan,01-01-2022,2114.87,2488.08
rice,rajasthan,29-01-2022,2143.21,2521.42
rice,rajasthan,26-02-2022,2191.53,2578.27
rice,rajasthan,26-03-2022,2216.86,2608.07
rice,rajasthan,23-04-2022,2219.33,2610.98
rice,rajasthan,21-05-2022,2207.1,2596.59
rice,rajasthan,18-06-2022,2301.02,2707.08
rice,rajasthan,16-07-2022,2449.71,2882.01
rice,rajasthan,13-08-2022,2415.39,2841.63
rice,rajasthan,10-09-2022,2496.9,2937.53
rice,rajasthan,08-10-2022,2455.17,2888.44
rice,rajasthan,05-11-2022,2405.21,2829.66
rice,rajasthan,03-12-2022,2492.87,2932.79
rice,rajasthan,31-12-2022,2050.15,2411.94
rice,rajasthan,28-01-2023,2138.32,2515.67
rice,rajasthan,25-02-2023,2196.29,2583.87
rice,rajasthan,25-03-2023,2256.61,2654.84
rice,rajasthan,22-04-2023,2300.68,2706.68
rice,rajasthan,20-05-2023,2284.52,2687.67
rice,rajasthan,17-06-2023,2306.05,2713.0
rice,rajasthan,15-07-2023,2279.21,2681.42
rice,rajasthan,12-08-2023,2366.94,2784.64
rice,rajasthan,09-09-2023,2496.52,2937.08
rice,rajasthan,07-10-2023,2498.99,2939.99
rice,rajasthan,04-11-2023,2373.0,2791.76
rice,rajasthan,02-12-2023,2377.97,2797.61
rice,rajasthan,30-12-2023,2161.29,2542.7
rice,rajasthan,27-01-2024,2213.92,2604.61
rice,rajasthan,24-02-2024,2175.34,2559.22
rice,rajasthan,23-03-2024,2309.99,2717.64
rice,rajasthan,20-04-2024,2322.53,2732.39
rice,rajasthan,18-05-2024,2332.16,2743.72
rice,rajasthan,15-06-2024,2255.59,2653.64
rice,rajasthan,13-07-2024,2275.79,2677.4
rice,rajasthan,10-08-2024,2260.44,2659.34
rice,rajasthan,07-09-2024,2338.98,2751.74
rice,rajasthan,05-10-2024,2421.11,2848.36
rice,rajasthan,02-11-2024,2539.88,2988.1
rice,rajasthan,30-11-2024,2374.99,2794.11
rice,rajasthan,28-12-2024,2139.49,2517.05
rice,rajasthan,25-01-2025,2213.23,2603.8
rice,rajasthan,22-02-2025,2144.21,2522.6
rice,rajasthan,22-03-2025,2282.67,2685.49
rice,rajasthan,19-04-2025,2264.36,2663.95
rice,rajasthan,17-05-2025,2233.86,2628.07
rice,rajasthan,14-06-2025,2355.66,2771.37
rice,rajasthan,12-07-2025,2230.37,2623.96
rice,rajasthan,09-08-2025,2432.86,2862.19
rice,rajasthan,06-09-2025,2465.04,2900.05
rice,rajasthan,04-10-2025,2331.65,2743.12
rice,punjab,01-01-2022,1871.78,2202.09
rice,punjab,29-01-2022,2048.3,2409.77
rice,punjab,26-02-2022,1986.3,2336.82
rice,punjab,26-03-2022,1916.61,2254.83
rice,punjab,23-04-2022,1980.06,2329.48
rice,punjab,21-05-2022,2126.72,2502.02
rice,punjab,18-06-2022,2070.21,2435.54
rice,punjab,16-07-2022,2166.79,2549.16
rice,punjab,13-08-2022,2163.17,2544.91
rice,punjab,10-09-2022,2256.63,2654.86
rice,punjab,08-10-2022,2196.55,2584.18
rice,punjab,05-11-2022,2298.92,2704.61
rice,punjab,03-12-2022,2311.1,2718.94
rice,punjab,31-12-2022,1956.27,2301.49
rice,punjab,28-01-2023,2001.55,2354.77
rice,punjab,25-02-2023,1983.69,2333.75
rice,punjab,25-03-2023,2073.21,2439.07
rice,punjab,22-04-2023,2040.72,2400.85
rice,punjab,20-05-2023,2136.76,2513.83
rice,punjab,17-06-2023,2129.92,2505.79
rice,punjab,15-07-2023,2098.06,2468.31
rice,punjab,12-08-2023,2076.29,2442.69
rice,punjab,09-09-2023,2097.26,2467.37
rice,punjab,07-10-2023,2205.73,2594.98
rice,punjab,04-11-2023,2258.39,2656.93
rice,punjab,02-12-2023,2228.78,2622.09
rice,punjab,30-12-2023,1958.99,2304.7
rice,punjab,27-01-2024,1914.46,2252.3
rice,punjab,24-02-2024,1898.96,2234.07
rice,punjab,23-03-2024,1963.87,2310.43
rice,punjab,20-04-2024,1984.63,2334.86
rice,punjab,18-05-2024,2018.08,2374.21
rice,punjab,15-06-2024,2087.61,2456.01
rice,punjab,13-07-2024,2027.33,2385.09
rice,punjab,10-08-2024,2070.34,2435.7
rice,punjab,07-09-2024,2193.38,2580.45
rice,punjab,05-10-2024,2220.69,2612.58
rice,punjab,02-11-2024,2104.05,2475.35
rice,punjab,30-11-2024,2203.49,2592.34
rice,punjab,28-12-2024,1942.72,2285.55
rice,punjab,25-01-2025,1942.11,2284.83
rice,punjab,22-02-2025,1924.61,2264.25
rice,punjab,22-03-2025,1990.84,2342.17
rice,punjab,19-04-2025,2113.22,2486.14
rice,punjab,17-05-2025,2072.41,2438.13
rice,punjab,14-06-2025,2119.92,2494.02
rice,punjab,12-07-2025,2178.42,2562.85
rice,punjab,09-08-2025,2184.02,2569.44
rice,punjab,06-09-2025,2125.91,2501.07
rice,punjab,04-10-2025,2068.27,2433.26
rice,haryana,01-01-2022,1926.43,2266.39
rice,haryana,29-01-2022,1969.48,2317.03
rice,haryana,26-02-2022,2013.0,2368.23
rice,haryana,26-03-2022,1933.33,2274.51
rice,haryana,23-04-2022,2021.38,2378.09
rice,haryana,21-05-2022,2005.19,2359.05
rice,haryana,18-06-2022,2040.27,2400.32
rice,haryana,16-07-2022,1985.77,2336.2
rice,haryana,13-08-2022,2008.32,2362.73
rice,haryana,10-09-2022,2076.32,2442.73
rice,haryana,08-10-2022,2013.64,2368.99
rice,haryana,05-11-2022,2101.59,2472.46
rice,haryana,03-12-2022,2198.74,2586.75
rice,haryana,31-12-2022,1860.83,2189.21
rice,haryana,28-01-2023,1838.52,2162.97
rice,haryana,25-02-2023,1919.39,2258.11
rice,haryana,25-03-2023,1876.54,2207.69
rice,haryana,22-04-2023,1996.67,2349.02
rice,haryana,20-05-2023,1901.57,2237.14
rice,haryana,17-06-2023,1998.02,2350.61
rice,haryana,15-07-2023,2056.01,2418.84
rice,haryana,12-08-2023,1968.58,2315.98
rice,haryana,09-09-2023,2119.56,2493.6
rice,haryana,07-10-2023,2036.18,2395.51
rice,haryana,04-11-2023,2128.42,2504.02
rice,haryana,02-12-2023,2062.9,2426.94
rice,haryana,30-12-2023,1856.09,2183.64
rice,haryana,27-01-2024,1847.39,2173.4
rice,haryana,24-02-2024,1892.33,2226.27
rice,haryana,23-03-2024,2000.03,2352.98
rice,haryana,20-04-2024,1948.71,2292.6
rice,haryana,18-05-2024,2046.29,2407.4
rice,haryana,15-06-2024,2086.45,2454.65
rice,haryana,13-07-2024,1992.25,2343.82
rice,haryana,10-08-2024,1979.91,2329.3
rice,haryana,07-09-2024,1989.3,2340.35
rice,haryana,05-10-2024,2121.5,2495.88
rice,haryana,02-11-2024,2243.41,2639.31
rice,haryana,30-11-2024,2127.63,2503.09
rice,haryana,28-12-2024,1907.02,2243.55
rice,haryana,25-01-2025,1955.74,2300.87
rice,haryana,22-02-2025,1954.9,2299.88
rice,haryana,22-03-2025,1998.66,2351.37
rice,haryana,19-04-2025,2061.24,2424.99
rice,haryana,17-05-2025,1935.98,2277.62
rice,haryana,14-06-2025,1922.56,2261.84
rice,haryana,12-07-2025,1971.85,2319.82
rice,haryana,09-08-2025,1989.06,2340.07
rice,haryana,06-09-2025,2125.14,2500.17
rice,haryana,04-10-2025,2126.68,2501.98
rice,uttarpradesh,01-01-2022,1812.76,2132.66
rice,uttarpradesh,29-01-2022,1847.51,2173.54
rice,uttarpradesh,26-02-2022,1761.13,2071.92
rice,uttarpradesh,26-03-2022,1863.6,2192.47
rice,uttarpradesh,23-04-2022,1912.25,2249.71
rice,uttarpradesh,21-05-2022,1815.38,2135.74
rice,uttarpradesh,18-06-2022,1971.33,2319.21
rice,uttarpradesh,16-07-2022,2022.31,2379.19
rice,uttarpradesh,13-08-2022,1878.07,2209.49
rice,uttarpradesh,10-09-2022,1883.08,2215.39
rice,uttarpradesh,08-10-2022,1961.43,2307.56
rice,uttarpradesh,05-11-2022,2057.03,2420.03
rice,uttarpradesh,03-12-2022,2136.98,2514.09
rice,uttarpradesh,31-12-2022,1758.95,2069.35
rice,uttarpradesh,28-01-2023,1838.18,2162.56
rice,uttarpradesh,25-02-2023,1744.41,2052.25
rice,uttarpradesh,25-03-2023,1878.97,2210.55
rice,uttarpradesh,22-04-2023,1889.74,2223.22
rice,uttarpradesh,20-05-2023,1813.0,2132.94
rice,uttarpradesh,17-06-2023,1962.39,2308.69
rice,uttarpradesh,15-07-2023,2000.19,2353.17
rice,uttarpradesh,12-08-2023,1974.3,2322.71
rice,uttarpradesh,09-09-2023,1901.93,2237.57
rice,uttarpradesh,07-10-2023,2095.73,2465.57
rice,uttarpradesh,04-11-2023,2078.31,2445.07
rice,uttarpradesh,02-12-2023,2012.14,2367.22
rice,uttarpradesh,30-12-2023,1764.58,2075.98
rice,uttarpradesh,27-01-2024,1776.19,2089.64
rice,uttarpradesh,24-02-2024,1822.74,2144.4
rice,uttarpradesh,23-03-2024,1814.55,2134.76
rice,uttarpradesh,20-04-2024,1931.23,2272.03
rice,uttarpradesh,18-05-2024,1949.02,2292.97
rice,uttarpradesh,15-06-2024,1834.98,2158.8
rice,uttarpradesh,13-07-2024,2021.56,2378.3
rice,uttarpradesh,10-08-2024,1981.18,2330.8
rice,uttarpradesh,07-09-2024,2041.83,2402.15
rice,uttarpradesh,05-10-2024,2040.46,2400.54
rice,uttarpradesh,02-11-2024,2008.14,2362.52
rice,uttarpradesh,30-11-2024,2091.13,2460.15
rice,uttarpradesh,28-12-2024,1860.04,2188.28
rice,uttarpradesh,25-01-2025,1758.11,2068.36
rice,uttarpradesh,22-02-2025,1877.79,2209.17
rice,uttarpradesh,22-03-2025,1850.86,2177.48
rice,uttarpradesh,19-04-2025,1862.91,2191.66
rice,uttarpradesh,17-05-2025,1876.0,2207.06
rice,uttarpradesh,14-06-2025,1954.46,2299.37
rice,uttarpradesh,12-07-2025,1887.75,2220.88
